pid,draft_year,actual_pick,was_drafted,y_window_complete,y_partial_seasons,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,outcome_status
P13f00227af,2022,,0,True,1.0,0.07,0.0677,42.0,bust_track,1.0,cup_of_coffee,undrafted,,508891.0,0.0,24.8,4.0,0.0,1,24.8,0.07,1.97,22.064516129032256,0.0,,,,,,,,,,,,,,,,,,,,,final
P836329e077,2022,,0,False,4.0,-0.22,0.0,61.0,partial_bust_track,,fringe,undrafted,,2565862.0,0.0,1130.6,107.0,0.0,4,108.0,-0.07,-3.81,18.5,0.0,310.8,-0.21,-3.79,15.567567567567568,0.0,486.2,0.0,-2.64,17.518716577540108,0.0,225.60000000000002,0.06,-2.19,16.085106382978722,0.0,,,,,,partial
Pfd5185bdf5,2022,,0,False,4.0,-0.08999999999999998,0.0,54.0,partial_bust_track,,cup_of_coffee,undrafted,,2098849.0,0.0,401.70000000000005,49.0,0.0,4,2.1,0.04,27.75,34.285714285714285,0.0,307.20000000000005,0.08,-2.17,14.906249999999996,0.0,85.8,-0.22,-7.06,6.461538461538462,0.0,6.6,0.01,-0.25,10.90909090909091,0.0,,,,,,partial
Pc064a30c43,2022,,0,False,4.0,4.16,1.6409,18.0,partial_starter_track,,role_player,undrafted,,2754703.0,0.0,1699.3,108.0,0.0,4,159.0,0.08,-1.77,9.849056603773585,0.0,130.5,0.23,0.34,10.675862068965516,0.0,268.8,0.58,1.1,11.624999999999998,0.0,1141.0,3.27,2.32,12.368098159509202,3.0,,,,,,partial
P4e8883caf8,2022,24.0,1,False,4.0,-1.17,0.0,77.0,partial_bust_track,,fringe,unresolved,,8307674.0,0.0,1665.1,149.0,0.0,4,702.0,-0.7,-4.36,13.599999999999998,0.0,609.5999999999999,-0.37,-3.69,12.472440944881892,0.0,157.5,-0.16,-4.41,18.4,0.0,196.0,0.06,-2.08,17.485714285714288,0.0,,,,,,partial
Pab39ee5462,2022,8.0,1,False,4.0,15.43,2.7991,5.0,partial_star_track,,starter,unresolved,,25059949.0,0.0,7496.6,272.0,0.0,4,1044.3,0.52,-1.78,7.728813559322034,0.0,1360.3,2.34,0.33,9.36322869955157,2.0,2568.7999999999997,5.79,1.26,15.017751479289942,3.0,2523.2000000000003,6.78,2.01,12.903614457831322,3.0,,,,,,partial
Paf2b091294,2022,,0,True,1.0,0.0,0.0,45.0,bust_track,1.0,cup_of_coffee,undrafted,,106288.0,0.0,1.0,1.0,0.0,1,1.0,-0.0,-7.65,0.0,0.0,,,,,,,,,,,,,,,,,,,,,final
P20596267f7,2022,37.0,1,False,4.0,-2.3200000000000003,0.0,82.0,partial_bust_track,,fringe,unresolved,,10757344.0,0.0,3510.1000000000004,235.0,0.0,4,710.4000000000001,0.26,-2.0,21.405405405405403,0.0,992.8,-0.69,-3.85,19.323529411764703,0.0,906.3000000000001,-0.79,-4.15,19.698113207547166,0.0,900.6,-1.1,-4.76,20.962025316455694,0.0,,,,,,partial
P16b88a2183,2022,5.0,1,False,4.0,-0.48,0.0,68.0,partial_bust_track,,role_player,unresolved,,32951083.0,0.0,6085.7,218.0,0.0,4,2301.4,-1.14,-3.5,18.868167202572348,0.0,2217.6,-1.09,-3.5,19.25,0.0,897.0,0.85,-1.01,21.190635451505017,1.0,669.7,0.9,-0.31,16.906077348066297,1.0,,,,,,partial
Pfa7a6f2536,2022,1.0,1,False,4.0,18.48,2.9694,3.0,partial_star_track,,starter,unresolved,,50158769.0,1.0,9307.2,270.0,1.0,4,2426.4,2.07,-1.17,21.364985163204746,1.0,2800.0,6.45,1.34,23.245714285714286,3.0,1582.3999999999999,4.51,2.29,27.104651162790695,3.0,2498.4,5.45,1.13,23.031700288184435,3.0,,,,,,partial
P12c0373e62,2022,3.0,1,False,4.0,7.51,2.1412,14.0,partial_starter_track,,role_player,unresolved,,40330432.0,0.0,9291.8,289.0,0.0,4,2449.0,-1.46,-3.68,14.86451612903226,0.0,2424.4,2.78,-0.66,15.460815047021946,1.0,1715.7,2.36,-0.26,14.591362126245846,1.0,2702.7000000000003,3.83,-0.19,16.205128205128204,1.0,,,,,,partial
Pbfdaa31fd0,2022,2.0,1,False,3.0,19.92,3.0407,2.0,partial_star_track,,semi_star,unresolved,,34998008.0,1.0,5281.7,183.0,1.0,3,2410.7999999999997,8.85,3.71,20.204081632653065,4.0,876.8,2.82,2.93,19.708029197080293,1.0,1994.1,8.25,4.52,21.301038062283737,5.0,,,,,,,,,,,partial
Pce7c8a9da0,2022,6.0,1,False,4.0,-1.32,0.0,79.0,partial_bust_track,,role_player,unresolved,,29936173.0,0.0,7535.7,263.0,0.0,4,2223.0,-1.05,-3.46,21.094736842105263,0.0,1539.9,-0.77,-3.51,20.0,0.0,2152.7999999999997,0.09,-2.57,19.38461538461539,0.0,1620.0,0.41,-2.21,21.12,0.0,,,,,,partial
P919e355315,2022,10.0,1,True,3.0,-1.93,0.0,80.0,bust_track,1.0,fringe,bust,,15152280.0,0.0,1279.1999999999998,112.0,0.0,3,422.8,-0.9,-6.32,13.827814569536425,0.0,615.0,-0.96,-5.34,8.78048780487805,0.0,241.39999999999998,-0.07,-3.12,12.169014084507044,0.0,,,,,,,,,,,final
P86df290cda,2022,4.0,1,False,4.0,8.41,2.2418,12.0,partial_starter_track,,role_player,unresolved,,36371093.0,0.0,8371.5,256.0,0.0,4,2384.0,2.47,-0.85,14.738255033557047,1.0,2587.2000000000003,3.89,-0.04,16.28571428571428,1.0,2606.7999999999997,2.27,-1.14,13.014577259475221,1.0,793.5,-0.22,-3.12,14.608695652173912,0.0,,,,,,partial
Pa95793f720,2022,16.0,1,True,2.0,0.7000000000000001,0.5306,33.0,rotation_track,2.0,fringe,bust,,7499080.0,0.0,1574.0,92.0,0.0,2,1404.0,1.28,-1.07,16.430769230769233,1.0,170.0,-0.58,-8.59,10.16470588235294,0.0,,,,,,,,,,,,,,,,final
P7d4b1d6e8f,2022,7.0,1,False,4.0,2.6799999999999997,1.3029,24.0,partial_rotation_track,,role_player,unresolved,,27340903.0,0.0,6558.8,234.0,0.0,4,1776.0,-0.45,-3.08,16.054054054054053,0.0,1059.2,-0.25,-3.06,17.293051359516614,0.0,2253.6,2.28,-0.89,21.277955271565496,1.0,1470.0,1.1,-1.35,25.46938775510204,1.0,,,,,,partial
Pa408da26a2,2022,29.0,1,False,4.0,-0.91,0.0,75.0,partial_bust_track,,fringe,unresolved,,5963073.0,0.0,696.5,74.0,0.0,4,434.0,-0.65,-5.22,12.085714285714287,0.0,56.099999999999994,-0.13,-6.66,9.176470588235297,0.0,118.4,-0.31,-7.21,10.702702702702702,0.0,88.0,0.18,0.97,8.50909090909091,0.0,,,,,,partial
Pae46fa4aa5,2022,20.0,1,False,4.0,-5.15,0.0,85.0,partial_bust_track,,role_player,unresolved,,14177433.0,0.0,3850.6,216.0,0.0,4,1551.0,-2.14,-5.03,15.625531914893616,0.0,1597.5,-2.75,-5.63,15.549295774647888,0.0,427.7,-0.23,-3.56,19.78021978021978,0.0,274.40000000000003,-0.03,-2.81,16.897959183673464,0.0,,,,,,partial
P5cba6e4b4b,2022,25.0,1,False,4.0,-3.03,0.0,84.0,partial_bust_track,,fringe,unresolved,,13240728.0,0.0,2592.1,187.0,0.0,4,669.7,-1.94,-7.65,9.944751381215468,0.0,878.4,-0.49,-3.61,11.000000000000002,0.0,684.4000000000001,-0.35,-3.53,11.288135593220337,0.0,359.59999999999997,-0.25,-3.85,14.89655172413793,0.0,,,,,,partial
P3a3a5bbbef,2022,13.0,1,False,4.0,17.07,2.8943,4.0,partial_star_track,,starter,unresolved,,19474944.0,1.0,7453.200000000001,276.0,1.0,4,1668.3,1.51,-1.08,13.156626506024095,1.0,1775.1000000000001,2.23,-0.47,17.072164948453608,1.0,2035.8000000000002,6.38,2.78,16.275862068965516,4.0,1974.0,6.95,3.45,24.893617021276597,4.0,,,,,,partial
P14882ceff6,2022,17.0,1,False,4.0,8.63,2.2649,10.0,partial_star_track,,role_player,unresolved,,16257246.0,0.0,5218.1,221.0,0.0,4,1771.2,1.41,-1.27,15.5,1.0,479.6,0.99,0.92,16.18348623853211,0.0,1419.3,4.66,3.04,17.349397590361445,4.0,1548.0,1.57,-0.89,14.651162790697674,1.0,,,,,,partial
P1191691c20,2022,27.0,1,False,4.0,3.23,1.4422,22.0,partial_starter_track,,role_player,unresolved,,11501537.0,0.0,3064.0,154.0,0.0,4,204.0,-0.06,-3.19,14.558823529411764,0.0,897.0,1.58,0.41,14.215384615384615,1.0,1154.6000000000001,1.87,0.16,15.346613545816732,2.0,808.4,-0.16,-2.98,15.27906976744186,0.0,,,,,,partial
Paac5dcb74c,2022,35.0,1,False,4.0,0.44999999999999996,0.3716,36.0,partial_rotation_track,,role_player,unresolved,,17594788.0,0.0,5827.3,263.0,0.0,4,512.5,0.06,-2.45,8.928,0.0,944.6999999999999,-0.4,-3.38,10.723404255319151,0.0,2129.4,-0.28,-2.87,12.659340659340659,0.0,2240.7000000000003,1.07,-1.82,15.216494845360822,0.0,,,,,,partial
P3a5b76349f,2022,15.0,1,False,4.0,8.42,2.2428,11.0,partial_starter_track,,role_player,unresolved,,18001011.0,0.0,3925.5,166.0,0.0,4,829.9,0.99,-0.57,16.787564766839377,1.0,509.2,0.84,0.2,17.05970149253731,1.0,1170.4,2.73,1.4,20.706766917293233,3.0,1416.0,3.86,2.07,17.847457627118644,3.0,,,,,,partial
Pe3c0fc5a9e,2022,9.0,1,False,4.0,-0.14000000000000007,0.0,57.0,partial_bust_track,,role_player,unresolved,,23853379.0,0.0,5479.0,228.0,0.0,4,1456.0,-1.03,-3.87,15.23076923076923,0.0,2190.4,-0.71,-3.21,14.108108108108107,0.0,1366.2,1.19,-1.14,16.22134387351779,1.0,466.4,0.41,-1.11,12.226415094339625,0.0,,,,,,partial
Pa6b76d042d,2022,26.0,1,False,4.0,-0.05000000000000001,0.0,50.0,partial_bust_track,,fringe,unresolved,,7947313.0,0.0,788.5,96.0,0.0,4,153.7,0.02,-2.39,9.50943396226415,0.0,75.0,0.03,-1.99,8.4,0.0,500.40000000000003,-0.14,-3.13,10.877697841726619,0.0,59.400000000000006,0.04,-1.6,6.181818181818181,0.0,,,,,,partial
Pd6b4848f72,2022,48.0,1,True,2.0,-0.18,0.0,59.0,bust_track,1.0,cup_of_coffee,met_expectations,,1763314.0,0.0,103.2,21.0,0.0,2,40.2,0.01,-2.38,8.059701492537313,0.0,63.0,-0.19,-7.76,12.0,0.0,,,,,,,,,,,,,,,,final
P8c8d5105c2,2022,38.0,1,False,2.0,-0.63,0.0,72.0,partial_bust_track,,fringe,unresolved,,5175023.0,0.0,636.0999999999999,47.0,0.0,2,280.8,-0.02,-2.76,10.153846153846155,0.0,355.29999999999995,-0.61,-5.62,16.71826625386997,0.0,,,,,,,,,,,,,,,,partial
Pa89859be17,2022,12.0,1,False,4.0,22.38,3.1519,1.0,partial_star_track,,role_player,unresolved,,20256917.0,1.0,7667.6,248.0,1.0,4,2272.5,3.73,0.2,16.752475247524753,2.0,2222.3,7.16,2.93,21.968051118210862,4.0,2235.6,8.67,4.07,24.0,4.0,937.1999999999999,2.82,2.56,21.676056338028175,1.0,,,,,,partial
P50d6953351,2022,,0,False,4.0,0.26,0.2311,40.0,partial_bust_track,,fringe,undrafted,,2789163.0,0.0,1521.9,115.0,0.0,4,424.7,0.28,-1.52,9.722627737226277,0.0,302.40000000000003,0.31,-0.88,11.999999999999998,0.0,770.0,-0.38,-3.49,14.194285714285714,0.0,24.8,0.05,1.08,10.451612903225806,0.0,,,,,,partial
P8be99fecd0,2022,28.0,1,False,4.0,-0.15000000000000002,0.0,58.0,partial_bust_track,,fringe,unresolved,,7668958.0,0.0,928.5,102.0,0.0,4,226.29999999999998,-0.01,-2.73,19.232876712328768,0.0,494.0,-0.26,-3.57,12.184615384615386,0.0,105.60000000000001,0.22,0.94,18.0,0.0,102.60000000000001,-0.1,-4.4,11.684210526315791,0.0,,,,,,partial
Pa5128e8532,2022,22.0,1,False,4.0,12.860000000000001,2.629,6.0,partial_starter_track,,role_player,unresolved,,13372418.0,0.0,5087.2,201.0,0.0,4,1702.0,4.99,2.43,14.4,3.0,1491.2,2.99,0.83,12.515021459227466,2.0,1740.0,4.37,1.7,13.32,3.0,154.0,0.51,3.13,16.83116883116883,0.0,,,,,,partial
Pa2e8c74c1f,2022,34.0,1,False,4.0,8.68,2.2701,9.0,partial_star_track,,role_player,unresolved,,12450704.0,0.0,3878.7,230.0,0.0,4,916.3,0.38,-1.92,11.358288770053477,0.0,897.0,1.88,0.98,11.076923076923077,1.0,784.9,2.36,2.56,12.718562874251498,1.0,1280.5,4.06,2.85,13.157360406091371,4.0,,,,,,partial
Pa067c50f94,2022,53.0,1,False,4.0,0.06,0.0583,43.0,partial_bust_track,,cup_of_coffee,unresolved,,2266178.0,0.0,416.4,64.0,0.0,4,66.0,-0.02,-3.19,10.472727272727273,0.0,39.2,0.08,0.96,14.693877551020407,0.0,92.8,-0.15,-5.4,13.034482758620692,0.0,218.4,0.15,-1.46,11.538461538461538,0.0,,,,,,partial
Pd5316f2e65,2022,40.0,1,False,4.0,-2.28,0.0,81.0,partial_bust_track,,fringe,unresolved,,4866131.0,0.0,2580.2,160.0,0.0,4,786.6,-1.24,-5.37,11.157894736842104,0.0,879.1,-0.87,-4.36,12.322147651006711,0.0,32.5,-0.13,-9.53,14.4,0.0,882.0,-0.04,-2.73,13.885714285714284,0.0,,,,,,partial
Pa06f6a14b5,2022,,0,False,4.0,0.43000000000000005,0.3577,37.0,partial_bust_track,,fringe,undrafted,,1301282.0,0.0,870.5,65.0,0.0,4,70.5,-0.05,-3.85,7.659574468085107,0.0,94.5,-0.43,-10.45,7.885714285714285,0.0,61.5,-0.09,-5.23,9.951219512195122,0.0,644.0,1.0,0.03,14.657142857142855,1.0,,,,,,partial
P3b1e823247,2022,21.0,1,False,4.0,8.13,2.2116,13.0,partial_starter_track,,starter,unresolved,,13769157.0,0.0,6911.7,281.0,0.0,4,1178.0,0.43,-2.02,10.916129032258064,0.0,1656.3999999999999,0.82,-1.79,13.009900990099013,0.0,2678.1,5.69,1.03,16.353982300884958,3.0,1399.2,1.19,-1.17,13.584905660377357,1.0,,,,,,partial
P9345155d6a,2022,33.0,1,False,3.0,-0.35000000000000003,0.0,64.0,partial_bust_track,,fringe,unresolved,,4467583.0,0.0,1497.2,122.0,0.0,3,800.4000000000001,-0.13,-2.92,8.086956521739129,0.0,340.4,0.05,-2.39,9.391304347826086,0.0,356.4,-0.27,-3.98,7.363636363636364,0.0,,,,,,,,,,,partial
Pdd8eeaed18,2022,57.0,1,False,4.0,-1.22,0.0,78.0,partial_bust_track,,fringe,unresolved,,3854734.0,0.0,3832.4,252.0,0.0,4,621.6,-1.0,-5.42,12.64864864864865,0.0,1699.2,-0.52,-3.17,13.57627118644068,0.0,750.0,0.55,-1.38,14.976,1.0,761.6,-0.25,-3.22,13.008403361344536,0.0,,,,,,partial
Pafb050f1ad,2022,44.0,1,False,4.0,3.82,1.5728,19.0,partial_rotation_track,,role_player,unresolved,,8461258.0,0.0,3333.4,155.0,0.0,4,62.400000000000006,-0.25,-9.61,13.153846153846152,0.0,78.0,0.23,2.54,20.4,0.0,817.6,0.86,-0.83,15.287671232876711,1.0,2375.4,2.98,-0.47,19.401869158878505,1.0,,,,,,partial
Pbccc770021,2022,,0,True,1.0,-0.22,0.0,61.0,bust_track,1.0,cup_of_coffee,undrafted,,175479.0,0.0,82.8,9.0,0.0,1,82.8,-0.22,-7.27,12.130434782608697,0.0,,,,,,,,,,,,,,,,,,,,,final
P19ae0a39ff,2022,,0,False,4.0,8.76,2.2783,8.0,partial_starter_track,,role_player,undrafted,,5614601.0,0.0,4478.8,225.0,0.0,4,70.4,0.11,-0.01,12.272727272727272,0.0,980.4,2.13,1.12,11.30232558139535,1.0,1952.0,5.1,1.88,12.245901639344263,3.0,1476.0,1.42,-0.98,11.765853658536587,1.0,,,,,,partial
P76f8234113,2022,45.0,1,False,4.0,3.25,1.4469,21.0,partial_rotation_track,,role_player,unresolved,,5116515.0,0.0,1297.8,142.0,0.0,4,96.0,0.1,-0.8,17.4375,0.0,92.8,0.23,1.63,19.862068965517242,0.0,276.0,0.61,1.19,15.600000000000001,0.0,833.0,2.31,2.16,15.670588235294119,1.0,,,,,,partial
P4b5f95e771,2022,11.0,1,False,4.0,-0.6000000000000001,0.0,71.0,partial_bust_track,,fringe,unresolved,,21066202.0,0.0,2439.1000000000004,166.0,0.0,4,569.4,-0.23,-3.35,12.082191780821919,0.0,366.3,0.02,-2.55,12.972972972972972,0.0,403.3,0.41,-0.89,12.550458715596328,0.0,1100.1000000000001,-0.8,-3.9,14.176165803108805,0.0,,,,,,partial
P868c7d320b,2022,,0,True,3.0,-0.020000000000000018,0.0,46.0,bust_track,1.0,fringe,undrafted,,1253866.0,0.0,669.0,45.0,0.0,3,197.4,-0.28,-5.07,8.170212765957448,0.0,244.8,0.03,-2.46,12.25,0.0,226.79999999999998,0.23,-0.92,18.66666666666667,0.0,,,,,,,,,,,final
Pe54f989cc8,2022,,0,False,4.0,0.75,0.5596,31.0,partial_bust_track,,cup_of_coffee,undrafted,,1629249.0,0.0,384.5,40.0,0.0,4,47.699999999999996,0.07,-0.09,14.943396226415096,0.0,3.7,-0.01,-8.02,0.0,0.0,17.0,-0.07,-9.71,8.470588235294118,0.0,316.1,0.76,1.52,13.871559633027523,0.0,,,,,,partial
Pc25f9380ba,2022,,0,False,3.0,-0.36,0.0,65.0,partial_bust_track,,cup_of_coffee,undrafted,,888513.0,0.0,189.2,24.0,0.0,3,90.0,-0.29,-8.22,6.4,0.0,84.0,-0.03,-3.18,14.571428571428571,0.0,15.2,-0.04,-7.45,14.210526315789474,0.0,,,,,,,,,,,partial
P416088a2b5,2022,18.0,1,False,4.0,0.8,0.5878,30.0,partial_bust_track,,fringe,unresolved,,15750244.0,0.0,2428.8,218.0,0.0,4,212.79999999999998,0.25,-0.62,14.142857142857146,0.0,678.5,0.45,-1.5,9.704347826086957,1.0,985.5,-0.12,-2.86,12.0,0.0,552.0,0.22,-1.97,11.582608695652175,0.0,,,,,,partial
P123f055136,2022,42.0,1,False,2.0,-0.13,0.0,56.0,partial_bust_track,,cup_of_coffee,unresolved,,694314.0,0.0,23.3,11.0,0.0,2,8.100000000000001,-0.04,-10.89,13.33333333333333,0.0,15.2,-0.09,-13.05,18.947368421052634,0.0,,,,,,,,,,,,,,,,partial
Pc69570e4d2,2022,30.0,1,False,4.0,2.1900000000000004,1.16,27.0,partial_rotation_track,,role_player,unresolved,,11267516.0,0.0,4925.1,225.0,0.0,4,186.29999999999998,0.04,-2.26,14.666666666666666,0.0,1488.0,0.12,-2.5,12.96774193548387,0.0,1652.4,0.67,-1.94,11.999999999999998,0.0,1598.4,1.36,-1.17,17.756756756756754,1.0,,,,,,partial
P9a2935e78c,2022,51.0,1,False,3.0,-0.98,0.0,76.0,partial_bust_track,,fringe,unresolved,,4339918.0,0.0,2157.0,122.0,0.0,3,65.6,-0.15,-6.53,11.414634146341465,0.0,1314.0,-0.41,-3.19,14.301369863013699,0.0,777.4,-0.42,-3.57,13.420118343195268,0.0,,,,,,,,,,,partial
Pdeabbe5993,2022,,0,False,4.0,0.09999999999999999,0.0953,41.0,partial_bust_track,,cup_of_coffee,undrafted,,847996.0,0.0,125.2,13.0,0.0,4,5.3,-0.06,-21.91,0.0,0.0,15.400000000000002,-0.1,-13.89,11.454545454545451,0.0,3.7,0.08,34.34,48.648648648648646,0.0,100.8,0.18,0.49,15.714285714285715,0.0,,,,,,partial
P70fa3dc827,2022,32.0,1,False,4.0,0.05000000000000003,0.0488,44.0,partial_bust_track,,fringe,unresolved,,5117089.0,0.0,2489.5,186.0,0.0,4,810.9,-0.48,-3.66,8.60377358490566,0.0,814.2,0.39,-1.82,11.217391304347824,0.0,788.8,0.03,-2.57,10.852941176470589,0.0,75.60000000000001,0.11,-0.02,19.71428571428571,0.0,,,,,,partial
Pc5f6ac0bb7,2022,43.0,1,False,4.0,6.09,1.9587,15.0,partial_starter_track,,role_player,unresolved,,2383538.0,0.0,3400.1,177.0,0.0,4,195.8,0.03,-2.39,10.92134831460674,0.0,63.8,0.16,1.7,16.13793103448276,0.0,1242.5,1.0,-1.25,11.725714285714284,1.0,1898.0,4.9,1.82,10.938461538461539,3.0,,,,,,partial
Pc99b219586,2022,,0,True,1.0,-0.37,0.0,66.0,bust_track,1.0,cup_of_coffee,undrafted,,651029.0,0.0,220.4,19.0,0.0,1,220.4,-0.37,-5.57,7.448275862068966,0.0,,,,,,,,,,,,,,,,,,,,,final
P22caf129cd,2022,,0,True,2.0,0.0,0.0,45.0,bust_track,1.0,cup_of_coffee,undrafted,,1071598.0,0.0,66.69999999999999,11.0,0.0,2,11.5,-0.03,-7.28,12.521739130434783,0.0,55.199999999999996,0.03,-1.63,9.0,0.0,,,,,,,,,,,,,,,,final
P97df826a61,2022,19.0,1,False,4.0,3.52,1.5085,20.0,partial_rotation_track,,role_player,unresolved,,15600240.0,0.0,4622.6,218.0,0.0,4,413.0,-0.12,-3.16,9.152542372881356,0.0,805.0,0.1,-2.42,16.904347826086955,0.0,1346.3999999999999,1.95,-0.14,12.176470588235297,1.0,2058.2000000000003,1.59,-1.31,11.760956175298801,1.0,,,,,,partial
P63014948f5,2022,23.0,1,False,4.0,-2.42,0.0,83.0,partial_bust_track,,fringe,unresolved,,8705189.0,0.0,2918.7,173.0,0.0,4,1260.0,-0.96,-3.97,13.4,0.0,1176.5,-1.67,-5.1,12.92817679558011,0.0,409.2,0.13,-2.09,13.354838709677418,0.0,73.0,0.08,-0.63,19.726027397260275,0.0,,,,,,partial
P0234a21988,2022,,0,False,4.0,1.17,0.7747,29.0,partial_rotation_track,,fringe,undrafted,,6212944.0,0.0,2892.2,167.0,0.0,4,408.8,-0.3,-3.93,9.616438356164384,0.0,419.09999999999997,0.22,-1.72,12.472440944881892,0.0,374.5,0.12,-2.09,14.130841121495328,0.0,1689.8,1.13,-1.49,11.647058823529413,1.0,,,,,,partial
P32ad967364,2022,,0,False,4.0,0.47,0.3853,35.0,partial_bust_track,,fringe,undrafted,,1956325.0,0.0,1423.0,89.0,0.0,4,135.0,-0.16,-4.75,14.88,0.0,10.5,0.02,0.76,7.199999999999999,0.0,380.8,0.31,-1.22,15.352941176470589,0.0,896.7,0.3,-2.07,17.901639344262293,0.0,,,,,,partial
P6876f611cb,2022,47.0,1,False,4.0,2.46,1.2413,25.0,partial_rotation_track,,role_player,unresolved,,7163479.0,0.0,2859.7,134.0,0.0,4,105.0,-0.22,-6.21,10.285714285714286,0.0,1435.2,1.72,-0.57,13.043478260869565,1.0,499.5,0.07,-2.41,12.843243243243244,0.0,820.0,0.89,-0.76,13.170731707317072,1.0,,,,,,partial
